Account No,,,Pin No,BALANCE AMT
1196711',,,319070,-1461439466
1196711',,,166911,-1451439466
1196711',,,930868,-1437439466
1196711',,,811570,-1433154950
1196711',,,815281,-1445154950
1196711',,,580439,-1457154950
1196711',,,858543,-1465154950
1196711',,,523529,-1477154950
1196711',,,936248,-1492154950
1196711',,,608985,-1507154950
1196711',,,378949,-1492154950
1196711',,,952116,-1479154950
1196711',,,834593,-1469154950
1196711',,,181912,-1463154950
1196711',,,717507,-1448154950
1196711',,,583023,-1442154950
1196711',,,554833,-1454154950
1196711',,,219315,-1466154950
1196711',,,775610,-1456154950
1196711',,,574522,-1468154950
1196711',,,169324,-1480154950
1196711',,,774727,-1492154950
1196711',,,714365,-1504154950
1196711',,,275108,-1516154950
1196711',,,184195,-1526154950
1196711',,,855792,-1541154950
1196711',,,444527,-1556154950
1196711',,,709103,-1571154950
1196711',,,161443,-1586154950
1196711',,,998950,-1601154950
1196711',,,197301,-1616154950
1196711',,,611458,-1601154950
1196711',,,141296,-1591154950
1196711',,,985283,-1588154950
1196711',,,877584,-1573254950
1196711',,,884477,-1558354950
1196711',,,274228,-1543454950
1196711',,,875704,-1543455950
1196711',,,942123,-1533455950
1196711',,,760847,-1523455950
1196711',,,925702,-1523457003
1196711',,,969741,-1520457003
1196711',,,311164,-1512457003
1196711',,,977816,-1489957003
1196711',,,236667,-1484957003
1196711',,,420111,-1534957003
1196711',,,656202,-1554957003
1196711',,,575752,-1548957003
1196711',,,250926,-1548972003
1196711',,,840022,-1548974103
1196711',,,928297,-1534074103
1196711',,,905274,-1519174103
1196711',,,288622,-1504274103
1196711',,,398334,-1489374103
1196711',,,469042,-1474474103
1196711',,,353023,-1459574103
1196711',,,736802,-1609574103
1196711',,,317743,-1599574103
1196711',,,881666,-1594674103
1196711',,,796355,-1579774103
1196711',,,962281,-1564874103
1196711',,,990677,-1549974103
1196711',,,523589,-1549976023
1196711',,,932028,-1543976023
1196711',,,630227,-1528976023
1196711',,,784254,-1514076023
1196711',,,310441,-1499276023
1196711',,,775913,-1484376023
1196711',,,873998,-1469476023
1196711',,,235237,-1456417564
1196711',,,191498,-1466417564
1196711',,,780276,-1478417564
1196711',,,221235,-1490417564
1196711',,,384986,-1502417564
1196711',,,575345,-1514417564
1196711',,,613501,-1526417564
1196711',,,676329,-1511417564
1196711',,,527760,-1496417564
1196711',,,875381,-1481417564
1196711',,,648175,-1489417564
1196711',,,450140,-1474417564
1196711',,,726605,-1469417564
1196711',,,163704,-1459417564
1196711',,,171286,-1454417564
1196711',,,661267,-1454417674
1196711',,,503876,-1466417674
1196711',,,909564,-1478417674
1196711',,,195554,-1490417674
1196711',,,191961,-1502417674
1196711',,,794056,-1512417674
1196711',,,904289,-1522417674
1196711',,,437824,-1532417674
1196711',,,368995,-1524417674
1196711',,,830246,-1519917674
1196711',,,473504,-1518917674
1196711',,,734529,-1518946821
1196711',,,949452,-1504046821
1196711',,,180316,-1489146821
1196711',,,900119,-1481546821
1196711',,,505653,-1493546821
1196711',,,706247,-1505546821
1196711',,,718969,-1517546821
1196711',,,616074,-1507546821
1196711',,,671185,-1507561821
1196711',,,721556,-1507566501
1196711',,,154059,-1492566501
1196711',,,938486,-1484566501
1196711',,,925622,-1469666501
1196711',,,660118,-1454766501
1196711',,,172769,-1443766501
1196711',,,254025,-1439426726
1196711',,,383520,-1438126726
1196711',,,786877,-1448126726
1196711',,,793616,-1460126726
1196711',,,660720,-1472126726
1196711',,,907425,-1484126726
1196711',,,905473,-1496126726
1196711',,,569285,-1508126726
1196711',,,622186,-1506526726
1196711',,,829279,-1505526726
1196711',,,115338,-1490626726
1196711',,,218421,-1475726726
1196711',,,462414,-1470026726
1196711',,,427266,-1460026726
1196711',,,513786,-1450026726
1196711',,,159317,-1460026726
1196711',,,444697,-1470026726
1196711',,,107972,-1480026726
1196711',,,474352,-1490026726
1196711',,,950524,-1500026726
1196711',,,542697,-1510026726
1196711',,,920380,-1520026726
1196711',,,424897,-1530026726
1196711',,,771775,-1522026726
1196711',,,985835,-1512026726
1196711',,,212782,-1502026726
1196711',,,868900,-1497026726
1196711',,,798143,-1496026726
1196711',,,539600,-1491026726
1196711',,,151849,-1486026726
1196711',,,250190,-1485026726
1196711',,,347096,-1470126726
1196711',,,352411,-1460126726
1196711',,,842156,-1470126726
1196711',,,487660,-1480126726
1196711',,,586819,-1490126726
1196711',,,268984,-1490141726
1196711',,,860611,-1490156726
1196711',,,426854,-1490171726
1196711',,,405249,-1490186726
1196711',,,536468,-1500186726
1196711',,,189132,-1510186726
1196711',,,419694,-1505666121
1196711',,,638528,-1501140621
1196711',,,977149,-1501142170
1196711',,,660168,-1501187770
1196711',,,474093,-1500437770
1196711',,,700433,-1485537770
1196711',,,710180,-1474237770
1196711',,,640039,-1474238055
1196711',,,524276,-1524238055
1196711',,,128011,-1539238055
1196711',,,841837,-1531238055
1196711',,,833641,-1523238055
1196711',,,485037,-1515238055
1196711',,,823637,-1715238055
1196711',,,262360,-1705238055
1196711',,,560923,-1699238055
1196711',,,113764,-1693238055
1196711',,,162186,-1687238055
1196711',,,914865,-1677238055
1196711',,,849873,-1669238055
1196711',,,941198,-1659438055
1196711',,,926559,-1651938055
1196711',,,518125,-1646938055
1196711',,,672721,-1632038055
1196711',,,410295,-1605038055
1196711',,,754761,-1620038055
1196711',,,141688,-1635038055
1196711',,,331819,-1650038055
1196711',,,421716,-1665038055
1196711',,,711784,-1650138055
1196711',,,365514,-1635238055
1196711',,,603113,-1630238055
1196711',,,609449,-1615238055
1196711',,,295790,-1606385990
1196711',,,872983,-1621385990
1196711',,,352816,-1611625340
1196711',,,722558,-1611627906
1196711',,,326456,-1596727906
1196711',,,590653,-1585727906
1196711',,,639032,-1570727906
1196711',,,581807,-1563727906
1196711',,,709506,-1560727906
1196711',,,940441,-1545727906
1196711',,,340947,-1522727906
1196711',,,794124,-1521227906
1196711',,,837480,-1513227906
1196711',,,292503,-1528227906
1196711',,,328043,-1543227906
1196711',,,327561,-1558227906
1196711',,,957394,-1573227906
1196711',,,572217,-1588227906
1196711',,,789777,-1603227906
1196711',,,513965,-1618227906
1196711',,,620674,-1633227906
1196711',,,800118,-1648227906
1196711',,,751195,-1663227906
1196711',,,829502,-1678227906
1196711',,,392368,-1693227906
1196711',,,652861,-1693270589
1196711',,,872357,-1693298131
1196711',,,224210,-1693309531
1196711',,,280074,-1693320931
1196711',,,501503,-1680018853
1196711',,,237369,-1665118853
1196711',,,506357,-1650218853
1196711',,,296643,-1635318853
1196711',,,667631,-1620418853
1196711',,,739008,-1605518853
1196711',,,929699,-1604968853
1196711',,,743072,-1601968853
1196711',,,744380,-1600408853
1196711',,,288675,-1615408853
1196711',,,779247,-1630408853
1196711',,,813254,-1645408853
1196711',,,480053,-1660408853
1196711',,,960393,-1675408853
1196711',,,706452,-1671808853
1196711',,,617341,-1670808853
1196711',,,262881,-1665808853
1196711',,,197939,-1658808853
1196711',,,627242,-1646308853
1196711',,,524592,-1631408853
1196711',,,817832,-1621408853
1196711',,,180774,-1611408853
1196711',,,914621,-1596508853
1196711',,,153431,-1581608853
1196711',,,293047,-1566708853
1196711',,,855262,-1539708853
1196711',,,668230,-1524708853
1196711',,,654281,-1514708853
1196711',,,919661,-1514720854
1196711',,,544897,-1529720854
1196711',,,404224,-1544720854
1196711',,,271431,-1559720854
1196711',,,480095,-1574720854
1196711',,,849486,-1589720854
1196711',,,587885,-1604720854
1196711',,,346351,-1589720854
1196711',,,172804,-1574720854
1196711',,,548986,-1559820854
1196711',,,963976,-1549820854
1196711',,,422434,-1539820854
1196711',,,832130,-1524920854
1196711',,,513193,-1510020854
1196711',,,972570,-1502620854
1196711',,,765521,-1512620854
1196711',,,851036,-1500620854
1196711',,,906374,-1510620854
1196711',,,294358,-1520620854
1196711',,,675347,-1520841362
1196711',,,287228,-1520883324
1196711',,,616834,-1520899043
1196711',,,714649,-1512899043
1196711',,,509529,-1507899043
1196711',,,890198,-1492999043
1196711',,,339633,-1488033973
1196711',,,908916,-1498033973
1196711',,,477029,-1508033973
1196711',,,472466,-1518033973
1196711',,,288720,-1510033973
1196711',,,889923,-1500033973
1196711',,,360443,-1508033973
1196711',,,242674,-1501033973
1196711',,,823567,-1486133973
1196711',,,562635,-1471233973
1196711',,,912570,-1463233973
1196711',,,487401,-1451533973
1196711',,,279614,-1443533973
1196711',,,660567,-1435533973
1196711',,,514369,-1445533973
1196711',,,183392,-1455533973
1196711',,,709585,-1465533973
1196711',,,618149,-1470533973
1196711',,,269563,-1470534083
1196711',,,844726,-1480534083
1196711',,,921228,-1490534083
1196711',,,449407,-1500534083
1196711',,,939009,-1510534083
1196711',,,549054,-1518534083
1196711',,,265528,-1508534083
1196711',,,365369,-1505534083
1196711',,,412305,-1495534083
1196711',,,951320,-1495536938
1196711',,,444278,-1483715340
1196711',,,507980,-1483911340
1196711',,,968382,-1493911340
1196711',,,359675,-1501911340
1196711',,,465798,-1509911340
1196711',,,800524,-1517911340
1196711',,,614222,-1516661340
1196711',,,621511,-1516662180
1196711',,,139719,-1513162180
1196711',,,809127,-1498262180
1196711',,,542493,-1483362180
1196711',,,195599,-1478502977
1196711',,,933507,-1477782977
1196711',,,634353,-1472782977
1196711',,,537514,-1467782977
1196711',,,534671,-1475782977
1196711',,,947139,-1483782977
1196711',,,553899,-1491782977
1196711',,,664787,-1499782977
1196711',,,227632,-1507782977
1196711',,,850900,-1515782977
1196711',,,294443,-1523782977
1196711',,,425790,-1508782977
1196711',,,549125,-1498782977
1196711',,,442728,-1506782977
1196711',,,463917,-1514782977
1196711',,,327025,-1522782977
1196711',,,857292,-1530782977
1196711',,,799913,-1515882977
1196711',,,922161,-1512882977
1196711',,,405040,-1509382977
1196711',,,876206,-1502382977
1196711',,,137149,-1492182977
1196711',,,689981,-1504182977
1196711',,,447967,-1516182977
1196711',,,694430,-1526182977
1196711',,,647056,-1516082977
1196711',,,522312,-1516092977
1196711',,,901102,-1501092977
1196711',,,530442,-1501094039
1196711',,,755816,-1486194039
1196711',,,455625,-1471294039
1196711',,,586503,-1483294039
1196711',,,854890,-1495294039
1196711',,,711284,-1505294039
1196711',,,115838,-1513294039
1196711',,,953536,-1498294039
1196711',,,597598,-1506294039
1196711',,,358390,-1501594534
1196711',,,711758,-1494094534
1196711',,,274110,-1484094534
1196711',,,383274,-1494094534
1196711',,,126054,-1488272452
1196711',,,453161,-1488274467
1196711',,,606227,-1480274467
1196711',,,553536,-1475274467
1196711',,,264195,-1470274467
1196711',,,640719,-1478274467
1196711',,,389320,-1486274467
1196711',,,767861,-1491274467
1196711',,,128458,-1496274467
1196711',,,118133,-1501274467
1196711',,,182995,-1506274467
1196711',,,858825,-1511274467
1196711',,,955814,-1516274467
1196711',,,529696,-1521274467
1196711',,,877773,-1526274467
1196711',,,497022,-1531274467
1196711',,,225923,-1528274467
1196711',,,807496,-1525374467
1196711',,,800972,-1522374467
1196711',,,653295,-1519874467
1196711',,,562966,-1518374467
1196711',,,959613,-1503474467
1196711',,,557986,-1488474467
1196711',,,465262,-1480364145
1196711',,,449705,-1480366480
1196711',,,152449,-1481129175
1196711',,,127379,-1481144175
1196711',,,297689,-1476323923
1196711',,,813747,-1526323923
1196711',,,236846,-1536323923
1196711',,,271627,-1532823923
1196711',,,731363,-1520823923
1196711',,,706686,-1509823923
1196711',,,927083,-1508823923
1196711',,,678217,-1523823923
1196711',,,602271,-1524823923
1196711',,,985816,-1534823923
1196711',,,769632,-1534974541
1196711',,,206055,-1535027893
1196711',,,267300,-1535075196
1196711',,,834880,-1535086596
1196711',,,660308,-1535091326
1196711',,,681523,-1535091611
1196711',,,428656,-1535091896
1196711',,,338626,-1535092181
1196711',,,871158,-1535092466
1196711',,,418084,-1550092466
1196711',,,403682,-1565092466
1196711',,,920417,-1550092466
1196711',,,191567,-1535092466
1196711',,,452977,-1520092466
1196711',,,302098,-1505092466
1196711',,,940951,-1490092466
1196711',,,209607,-1482092466
1196711',,,336061,-1492092466
1196711',,,359749,-1507092466
1196711',,,936132,-1522092466
1196711',,,204163,-1537092466
1196711',,,560693,-1552092466
1196711',,,534588,-1542092466
1196711',,,431007,-1529092466
1196711',,,484517,-1526092466
1196711',,,659863,-1523092466
1196711',,,573605,-1517092466
1196711',,,315472,-1502192466
1196711',,,420685,-1487292466
1196711',,,544910,-1482492466
1196711',,,701904,-1487866839
1196711',,,141606,-1484366839
1196711',,,405858,-1469466839
1196711',,,345056,-1484466839
1196711',,,690098,-1499466839
1196711',,,318201,-1514466839
1196711',,,267474,-1529466839
1196711',,,718395,-1539466839
1196711',,,228715,-1549466839
1196711',,,384813,-1534857113
1196711',,,775677,-1519957113
1196711',,,958481,-1505057113
1196711',,,424522,-1502557113
1196711',,,544295,-1501807113
1196711',,,703548,-1500347113
1196711',,,758322,-1499347113
1196711',,,566397,-1496347113
1196711',,,339042,-1481347113
1196711',,,712484,-1466347113
1196711',,,840477,-1481347113
1196711',,,963910,-1496347113
1196711',,,290837,-1511347113
1196711',,,696464,-1526347113
1196711',,,193122,-1541347113
1196711',,,636235,-1536347113
1196711',,,666913,-1530347113
1196711',,,593872,-1524347113
1196711',,,587463,-1539347113
1196711',,,237704,-1554347113
1196711',,,882680,-1539447113
1196711',,,237559,-1524547113
1196711',,,299689,-1539547113
1196711',,,467857,-1554547113
1196711',,,581907,-1548037848
1196711',,,950358,-1548039959
1196711',,,636624,-1548042385
1196711',,,661948,-1539283193
1196711',,,215855,-1549283193
1196711',,,548335,-1549383193
1196711',,,853453,-1534483193
1196711',,,134460,-1519583193
1196711',,,750483,-1519583200
1196711',,,987778,-1519583250
1196711',,,415526,-1519585350
1196711',,,605519,-1519585407
1196711',,,899601,-1516329407
1196711',,,241171,-1516331063
1196711',,,346833,-1526331063
1196711',,,759877,-1541331063
1196711',,,950093,-1556331063
1196711',,,220244,-1566331063
1196711',,,647007,-1551831063
1196711',,,396999,-1546676702
1196711',,,885218,-1543676702
1196711',,,222185,-1533676702
1196711',,,647219,-1516676702
1196711',,,643547,-1506876702
1196711',,,941062,-1491976702
1196711',,,907407,-1476976702
1196711',,,451182,-1466976702
1196711',,,118239,-1466978055
1196711',,,693147,-1466979408
1196711',,,893177,-1467479408
1196711',,,934269,-1457479408
1196711',,,422312,-1452244313
1196711',,,375925,-1467244313
1196711',,,734736,-1482244313
1196711',,,336125,-1482294313
1196711',,,183114,-1497294313
1196711',,,699756,-1512294313
1196711',,,301276,-1507194313
1196711',,,973269,-1492294313
1196711',,,473360,-1507294313
1196711',,,958324,-1522294313
1196711',,,236140,-1537294313
1196711',,,406505,-1533294313
1196711',,,354340,-1528294313
1196711',,,222565,-1543294313
1196711',,,475694,-1553294313
1196711',,,439842,-1550294313
1196711',,,427701,-1535294313
1196711',,,248143,-1520294313
1196711',,,212159,-1513294313
1196711',,,445253,-1499594313
1196711',,,513809,-1496594313
1196711',,,180811,-1490594313
1196711',,,532787,-1480594313
1196711',,,397808,-1478594313
1196711',,,843526,-1463694313
1196711',,,120310,-1478694313
1196711',,,365004,-1493694313
1196711',,,421478,-1503694313
1196711',,,904184,-1501411425
1196711',,,671379,-1501412944
1196711',,,108732,-1516412944
1196711',,,749602,-1511137050
1196711',,,711861,-1514137050
1196711',,,802252,-1515137050
1196711',,,624881,-1518137050
1196711',,,836539,-1520137050
1196711',,,899427,-1522137050
1196711',,,508593,-1524137050
1196711',,,226568,-1509137050
1196711',,,219511,-1501137050
1196711',,,159451,-1500337050
1196711',,,980859,-1498337050
